实体ID,实体名称,实体类型
6094,L3/4、L5/S1椎间盘变性,病症
6095,双膝关节置换术后,病症
6096,左腕骨骨折内固定术后,病症
6097,咽炎,病症
6098,肺部炎症,病症
6099,糖尿病视网膜病变2期,病症
6100,双肺间质性肺炎,病症
6101,高血压病1级（中危组）,病症
6102,糖尿病肾病2期,病症
6103,L4 椎体内血管瘤可能,病症
6104,主动脉瓣置换术后,病症
6105,糖尿病性胃轻瘫,病症
6106,肝左叶囊肿（可能）,病症
6107,慢性乙型病毒性肝炎（小三阳）,病症
6108,双膝关节骨性关节炎,病症
6109,两侧上颌窦、筛窦粘膜略增厚,病症
6110,卵园孔未闭,病症
6111,双侧乳房包块,病症
6112,右肺下叶胸膜下结节,病症
6113,右侧基底节区陈旧性腔隙性脑梗死,病症
6114,子宫肌瘤可能,病症
6115,食管憩室,病症
6116,肝癌术后,病症
6117,颈动脉斑块形成,病症
6118,宫颈囊肿,病症
6119,肠梗阻术后,病症
6120,多囊卵巢,病症
6121,垂体微腺瘤（可能）,病症
6122,冠心病 冠脉支架置入术后,病症
6123,双侧上颌窦及筛窦粘膜轻度增厚,病症
6124,反应性胃病,病症
6125,干燥综合症,病症
6126,胆囊癌术后,病症
6127,右肾实质性占位（错构瘤可能）,病症
6128,异基因造血干细胞移植后,病症
6129,预激综合征射频消融术后,病症
6130,颈动脉粥样硬化伴斑块形成,病症
6131,二尖瓣轻度反流,病症
6132,双眼青光眼,病症
6133,左肾上腺增粗,病症
6134,胃窦部胃壁增厚,病症
6135,糖尿病周围神经病变（亚临床）,病症
6136,左侧乳腺占位,病症
6137,脑梗死（后遗症期）,病症
6138,左侧乳腺瘤样增生可能,病症
6139,胆囊结石（多发）,病症
6140,冠脉支架置入术后,病症
6141,急性胃肠炎,病症
6142,乙状结肠息肉（已夹除）,病症
6143,颈动脉内膜增厚,病症
6144,右肺支气管扩张,病症
6145,十二指肠多发溃疡,病症
6146,阿尔兹海默病,病症
6147,三系减少,病症
6148,糖尿病肾病慢性肾脏病3期,病症
6149,左肺上叶多发微小结节,病症
6150,高血压病2级 很高危,病症
6151,回肠末端炎,病症
6152,高泌乳素血症,病症
6153,肘关节肿胀,病症
6154,中度慢性非萎缩性胃炎,病症
6155,右侧顶枕叶出血性脑梗死,病症
6156,冠状动脉粥样硬化性心脏病,病症
6157,甲状腺乳头状癌全切除术后,病症
6158,肝内胆管结石伴扩张,病症
6159,牙周脓肿,病症
6160,慢性肾脏病（CKD3期）,病症
6161,先天性心脏病 房间隔缺损,病症
6162,糖尿病视网膜病变1期,病症
6163,多发性甲状腺结节,病症
6164,原发性骨质疏松症,病症
6165,慢性肾脏病1期,病症
6166,睡眠呼吸暂停综合症,病症
6167,左耳胆脂瘤术后,病症
6168,左侧上颌窦炎症,病症
6169,颈椎间盘变性,病症
6170,垂体性甲减,病症
6171,肩峰下滑囊炎,病症
6172,右侧甲状腺结节（考虑甲状腺乳头状癌可能）,病症
6173,高血压2级（极高危）,病症
6174,左侧肾上腺结节样增粗,病症
6175,两肺多发局限性肺气肿,病症
6176,肝脏囊肿,病症
6177,高催乳素血症,病症
6178,中期妊娠,病症
6179,垂体柄增粗,病症
6180,右侧颞极蛛网膜囊肿,病症
6181,胰头癌全胰+脾切除术后,病症
6182,甲状腺乳头状癌全切术后,病症
6183,左侧肾结石术后,病症
6184,左眼视网膜脱落,病症
6185,胸腔积液,病症
6186,心功能不全 NYHA分级心功能2级,病症
6187,宫颈体及宫颈管内占位,病症
6188,孕8周,病症
6189,左肺上叶小结节,病症
6190,急性肾损伤,病症
6191,颈椎退变,病症
6192,糜烂性胃炎伴幽门螺旋杆菌感染,病症
6193,非酒精性脂肪性肝,病症
6194,右肺胸膜下轻度间质性炎症,病症
6195,冠心病 冠状动脉支架植入术后,病症
6196,黄斑变性,病症
6197,两肺上叶小结节,病症
6198,桥本氏甲状腺炎可能,病症
6199,阿尔茨海默病,病症
6200,肾功能异常,病症
6201,右侧肾盂积液,病症
6202,甲状腺峡部结节,病症
6203,疝气修补术后,病症
6204,垂体前叶功能减退（皮质功能减退）,病症
6205,甲状腺囊肿术后,病症
6206,左侧肋骨骨折,病症
6207,高甘油三酯血症,病症
6208,肝左外叶血管瘤,病症
6209,继发性房间隔小缺损,病症
6210,冠状动脉旁路移植 自体血管取用术后,病症
6211,右下肢浅静脉血栓,病症
6212,慢性胆囊炎，胆囊结石,病症
6213,左肩胛骨骨折内固定术后,病症
6214,左精索静脉曲张结扎术后,病症
6215,糖尿病视网膜病4期,病症
6216,肾功能衰竭3期,病症
6217,前列腺增生,病症
6218,垂体囊肿,病症
6219,胃体间质瘤,病症
6220,左侧甲状腺结节（甲状腺乳头状癌可能）,病症
6221,糖尿病周围神经损害,病症
6222,右肺肺大疱,病症
6223,双肾多发结石,病症
6224,低T3综合征？,病症
6225,I型糖尿病,病症
6226,子宫直肠窝积液,病症
6227,PCI术后,病症
6228,低促性腺激素性性腺发育不全 待排,病症
6229,右上肺陈旧病灶,病症
6230,两侧腋窝及纵隔多发小淋巴结,病症
6231,腰椎不稳定,病症
6232,高血压病2级（高危）,病症
6233,右侧胸腔积液,病症
6234,腰椎内固定术后,病症
6235,颈胸椎退变,病症
6236,颈动脉粥样硬化症,病症
6237,右侧肾上腺结合部低密度小结节,病症
6238,食管下段静脉曲张（轻度）,病症
6239,左侧肾上腺结节,病症
6240,非酒精性脂肪肝炎,病症
6241,抑郁症,病症
6242,十二指肠降部憩室,病症
6243,双肾多发小结石,病症
6244,跖疣冷冻术后,病症
6245,双侧腕管综合征可能,病症
6246,腰椎退变,病症
6247,右眼外伤,病症
6248,卵巢切除术后,病症
6249,主动脉及冠脉壁钙化,病症
6250,右桡骨粉碎性骨折术后,病症
6251,樱桃状血管瘤,病症
6252,自体干细胞移植后,病症
6253,两肺支气管轻度扩张,病症
6254,甲亢I131术后,病症
6255,右肺上叶及中叶支气管扩张伴炎症,病症
6256,肥胖病,病症
6257,直肠癌术后,病症
6258,颈椎间盘突出症伴椎间盘变性,病症
6259,右肺间质性变,病症
6260,陈旧性脑梗,病症
6261,脑外伤（陈旧性）,病症
6262,胃幽门螺旋杆菌感染,病症
6263,角膜激光术后,病症
6264,肝脏血管瘤,病症
6265,慢性萎缩性胃炎伴胆汁反流,病症
6266,甲状腺癌切除术后,病症
6267,肝左叶囊肿,病症
6268,甲状腺术后,病症
6269,霉菌性阴道炎,病症
6270,甲状腺肿大,病症
6271,脑动脉硬化症,病症
6272,甲状腺肿瘤术后,病症
6273,左眼中央静脉阻塞,病症
6274,胆总管扩张,病症
6275,回盲部多发憩室,病症
6276,膀胱肿瘤术后复发转移,病症
6277,类天疱疮,病症
6278,双侧大脑前动脉共干,病症
6279,溃疡性结肠炎,病症
6280,高血压病2级（中危组）,病症
6281,右附件包块,病症
6282,右侧胸膜钙化,病症
6283,右侧附件混合性包块,病症
6284,丘脑疼痛综合症,病症
6285,右肺下叶背段小结节,病症
6286,增殖性糖尿病视网膜病变,病症
6287,轻度贫血,病症
6288,结肠息肉摘除后,病症
6289,左眼失明,病症
6290,高血压病 1级 极高危,病症
6291,慢性非萎缩性胃炎,病症
6292,右手腱鞘囊肿切除术后,病症
6293,食管胃底静脉曲张,病症
6294,膀胱肿物切除术后,病症
6295,双侧甲状腺结节（TIRADS4级）,病症
6296,两肺索条,病症
6297,双手皮肤接触性皮炎,病症
6298,双侧颈动脉内膜增厚,病症
6299,动脉粥样硬化症,病症
6300,左侧卵巢畸胎瘤,病症
6301,肝囊肿,病症
6302,右侧乳突炎,病症
6303,L1-S1椎间盘膨出伴腰椎管狭窄,病症
6304,卵巢囊肿剥离术后,病症
6305,右侧第6前肋骨折,病症
6306,肾上腺结节,病症
6307,左侧小脑半球急性期脑梗死,病症
6308,亚临床甲状腺机能 减退症,病症
6309,右侧肾上腺髓性脂肪瘤,病症
6310,右膝内、外侧半月板后角损伤（Ⅱ°）,病症
6311,双侧前臂脂肪瘤可能,病症
6312,间位结肠,病症
6313,冠状动脉粥样硬化性症,病症
6314,宫内置环,病症
6315,过敏性紫癜,病症
6316,左胫骨平台骨折术后,病症
6317,糖尿病足（右足跟部）,病症
6318,右侧肋骨陈旧性骨折,病症
6319,右侧外展神经麻痹,病症
6320,左肾癌根治性切除术后,病症
6321,心脏肌桥,病症
6322,右肺中叶炎症,病症
6323,下肢静脉曲张,病症
6324,左眼视神经炎,病症
6325,甲状腺功能亢进症同位素治疗后,病症
6326,左侧肾脏囊肿,病症
6327,左肾肿瘤切除术后,病症
6328,阵发性心房颤动,病症
6329,L5/S1椎间盘突出,病症
6330,部分空泡蝶鞍,病症
6331,2型糖尿病；,病症
6332,低磷血症,病症
6333,脑卒中后遗症,病症
6334,局限性肺气肿,病症
6335,垂体微腺瘤,病症
6336,左膝滑膜炎,病症
6337,残胃炎,病症
6338,高血压病3极（极高危）,病症
6339,狼疮性肾炎,病症
6340,左肾上腺低密度结节,病症
6341,右肺占位,病症
6342,脐带间充质干细胞移植术后,病症
6343,左眼青光眼术后,病症
6344,垂体Rathke囊肿,病症
6345,左下肢深静脉血栓溶栓术后,病症
6346,颈、腰椎间盘突出症,病症
6347,肺部结节,病症
6348,左跟骨退变,病症
6349,糖尿病视网膜病变（右眼III期，左眼IV期）,病症
6350,脑部慢性缺氧性改变,病症
6351,糖尿病视网膜病变（IV期）,病症
6352,高血压病I级（高危组）,病症
6353,两肺多发磨玻璃样结节,病症
6354,窦性心律不齐,病症
6355,肝多发性囊肿,病症
6356,背部皮肤感染,病症
6357,左侧乳房肿瘤切除术后,病症
6358,乳腺癌根治术后,病症
6359,高促性腺激素性性腺发育不良,病症
6360,冠心病；,病症
6361,亚临床糖尿病外周神经病变,病症
6362,右肺气肿,病症
6363,贲门息肉,病症
6364,结肠息肉切除术后,病症
6365,高血压I级（极高危）,病症
6366,腰椎退变 L2-S1膨出,病症
6367,冠心病PCI术后,病症
6368,慢性肾脏病（CKD 4期）,病症
6369,动脉粥样硬化伴狭窄（椎动脉、颈总动脉、锁骨下动脉、腹主动脉）,病症
6370,左侧面神经炎,病症
6371,左肾上腺外支小结节,病症
6372,结肠息肉摘除术,病症
6373,听神经良性肿瘤,病症
6374,死胎,病症
6375,预激综合征,病症
6376,重度贫血,病症
6377,左糖尿病足,病症
6378,先兆流产,病症
6379,晶状体置换术后,病症
6380,颈椎病伴颈椎间盘突出,病症
6381,肝内多发乏血供、弥散受限病灶（转移瘤可能）,病症
6382,萎缩性胃炎伴糜烂,病症
6383,小肠修补术后,病症
6384,垂体大腺瘤,病症
6385,右全膝关节置换术后,病症
6386,左侧肾囊肿,病症
6387,结肠息肉摘除术后出血,病症
6388,右侧下鼻甲肥大,病症
6389,右侧胫骨平台及髌骨、外踝、距骨上缘、舟状骨骨髓水肿,病症
6390,甲亢131碘同位素术后,病症
6391,高尿酸血症,病症
6392,右侧肺癌术后,病症
6393,椎管轻度狭窄,病症
6394,两肺散在索条,病症
6395,左侧下鼻甲肥大,病症
6396,左肺下叶占位,病症
6397,浅表性胃炎伴糜烂（病理示轻度慢性非萎缩性胃炎）,病症
6398,高促性腺激素性性腺功能减退症,病症
6399,子宫肌瘤（钙化可能）,病症
6400,右膝关节退变,病症
6401,右肾上腺增粗,病症
6402,胃癌Ⅳ期,病症
6403,右肾错构瘤,病症
6404,十二指肠球部息肉,病症
6405,腰椎退行性病变,病症
6406,右乳腺癌术后,病症
6407,陈旧性脑出血,病症
6408,左侧胫前动脉闭塞,病症
6409,肝内血管瘤？,病症
6410,偶发房性早搏,病症
6411,寒冷性荨麻疹,病症
6412,肾动脉轻度狭窄,病症
6413,亚临床甲减（药物性）,病症
6414,左肩周炎,病症
6415,冠脉搭桥术后,病症
6416,病态窦房结综合征,病症
6417,脑白质变性,病症
6418,肾萎缩,病症
6419,肝右叶血管瘤,病症
6420,左侧颈动脉斑块剥脱术后,病症
6421,骨量下降,病症
6422,腹膜后纤维化,病症
6423,糖尿病视网膜病变（I期）,病症
6424,右侧髋关节置换术后,病症
6425,主动脉及冠脉管壁钙化,病症
6426,左足跟跟骨骨刺,病症
6427,冠心病 陈旧性心肌梗死 PCI术后,病症
6428,双侧乳腺增生,病症
6429,孕5月,病症
6430,双肾多发囊肿,病症
6431,肝内实质性占位（血管瘤？）,病症
6432,急性胰腺炎恢复期,病症
6433,C4椎体内小血管瘤可能,病症
6434,腰椎间盘突出伴腰椎管狭窄,病症
6435,子宫内膜癌术后,病症
6436,轻度酒精性脂肪肝,病症
6437,两侧上颌窦及筛窦炎症,病症
6438,下肢动脉粥样硬化,病症
6439,右侧乳腺瘤样增生结节,病症
6440,类风湿关节炎可能,病症
6441,高血病3级（极高危）,病症
6442,急性脑梗塞,病症
6443,两肺下叶支气管轻度扩张,病症
6444,双侧肺部结节,病症
6445,双侧腕管综合症,病症
6446,鞍区占位γ刀切除术后,病症
6447,高血压病 3级（极高危）,病症
6448,肾积水,病症
6449,左侧肾上腺切除术后,病症
6450,肝内多发钙化灶,病症
6451,先天性心脏病：冠状动脉肺动脉瘘,病症
6452,双侧筛窦炎症,病症
6453,先天性心脏病-继发孔型房间隔缺损封堵术后,病症
6454,二尖瓣狭窄换瓣术后,病症
6455,回盲瓣炎,病症
6456,痛风（缓解期）,病症
6457,左下肢动脉粥样硬化性狭窄,病症
6458,高血压2级（高危组）,病症
6459,右下肢淋巴管炎,病症
6460,右下肢动脉缺血,病症
6461,心脏支架植入术后,病症
6462,心律失常（房性早搏）,病症
6463,射频消融术后,病症
6464,糖尿病自主神经病变,病症
6465,肠上皮化生,病症
6466,左侧上颌窦炎及筛窦炎,病症
6467,小肠血管畸形,病症
6468,血小板减少症,病症
6469,原发性甲状腺机能减退症,病症
6470,胆囊炎、胆囊结石,病症
6471,左膝关节滑膜炎,病症
6472,双侧下肢动脉内膜增厚伴斑块形成,病症
6473,双眼白内障人工晶体植入术后,病症
6474,纵膈气肿,病症
6475,右下肢深静脉血栓取栓术后,病症
6476,高血压2及（极高危）,病症
6477,左侧胸膜粘连,病症
6478,右侧乳腺癌乳腺全切术,病症
6479,糖尿病肾病 CKD3期,病症
6480,右侧基底节陈旧性脑梗死,病症
6481,L3/4椎间盘膨出,病症
6482,右臀部蜂窝组织炎,病症
6483,晶体置换术后,病症
6484,不稳定型心绞痛,病症
6485,双下肢动脉粥样硬化症,病症
6486,宫颈癌术后,病症
6487,精囊炎,病症
6488,主动脉瓣重度狭窄,病症
6489,L4椎体轻度前滑脱（I°）伴腰椎管狭窄,病症
6490,右侧第3、4后肋陈旧性骨折,病症
6491,C4-7椎间盘突出伴椎管狭窄,病症
6492,鼻中隔轻度偏曲,病症
6493,糖尿病视网膜病变 I 期,病症
6494,双耳听力减退,病症
6495,糖尿病酮症酸中毒,病症
6496,双肺肺气肿,病症
6497,右下肢静脉炎,病症
6498,左侧附睾囊肿,病症
6499,左乳小叶增生,病症
6500,左侧劲动脉粥样硬化症,病症
6501,白细胞减少,病症
6502,慢性肾功能不全3期,病症
6503,急性心功能不全,病症
6504,右踝关节骨折,病症
6505,原发性甲状腺功能减退,病症
6506,糖尿病视网膜病变（Ⅰ期）,病症
6507,双侧腋窝及纵膈多发小淋巴结,病症
6508,维生素D不足,病症
6509,成人自身免疫性1型糖尿病（LADA）,病症
6510,主动脉瓣钙化,病症
6511,腰椎退变、腰椎间盘突出,病症
6512,舌良性肿瘤切除术后,病症
6513,肩锁关节炎,病症
6514,双侧颈动脉硬化伴右侧斑块形成,病症
6515,浅表性胃炎伴糜烂,病症
6516,隐匿性阴茎,病症
6517,腔隙性脑梗塞,病症
6518,左侧颈内动脉窦部球囊血管成形和支架置入术后,病症
6519,慢性淋巴细胞性白血病,病症
6520,左侧肾上腺髓脂瘤,病症
6521,鼻息肉摘除术后,病症
6522,前列腺癌？,病症
6523,右肺尖局限性肺气肿,病症
6524,高血压病2级（极高危）,病症
6525,右肾癌,病症
6526,乳腺纤维腺瘤切除术后,病症
6527,额顶叶及侧脑室旁白质慢性缺氧性改变（Fezakas II 级）,病症
6528,右侧甲状腺切除术后,病症
6529,乙肝病毒携带,病症
6530,腹股沟疝修补术后,病症
6531,甲癣,病症
6532,胃中分化腺癌,病症
6533,左侧异位肾,病症
6534,维生素B12缺乏,病症
6535,冠状动脉搭桥术后,病症
6536,右肺下叶少量炎症,病症
6537,两侧额顶叶及侧脑室旁慢性缺氧性改变（Fezakas I 级）,病症
6538,双耳失聪,病症
6539,脾脏占位,病症
6540,脑卒中后,病症
6541,慢性胆囊炎伴胆囊结石,病症
6542,左上肺及右肺下叶多发结节,病症
6543,I°房室传导阻滞,病症
6544,劳力性心绞痛,病症
6545,前列腺苗勒氏囊肿,病症
6546,肺间质性改变,病症
6547,腰椎退变（L3-S1腰椎间盘变性伴轻度膨出）,病症
6548,肾动脉狭窄,病症
6549,右侧脑室前角内结节样病变,病症
6550,左侧颈动脉球部内膜增厚,病症
6551,乳腺增生,病症
6552,左锁骨下动脉狭窄,病症
6553,类风湿性关节炎,病症
6554,慢性肾功能不全,病症
6555,右侧小腿肌间静脉血栓,病症
6556,帕金森综合征,病症
6557,左侧输尿管上段轻度扩张,病症
6558,胰腺萎缩,病症
6559,右肾囊性占位,病症
6560,左侧甲状腺下极钙化,病症
6561,皮层下动脉硬化性脑病,病症
6562,高血压病（3级 很高危组）,病症
6563,左侧基底节区腔隙性脑梗塞,病症
6564,左侧卵巢切除术后,病症
6565,慢性肾脏病3A期,病症
6566,结肠癌,病症
6567,双侧肩关节退行性变,病症
6568,左眼白内障,病症
6569,两侧胸腔积液,病症
6570,双侧精囊炎,病症
6571,血25-羟基维生素D缺乏,病症
6572,椎动脉粥样硬化症,病症
6573,高血压（2级 极高危）,病症
6574,左眼白内障晶体植入术后,病症
6575,双肾积水,病症
6576,双侧膝关节退行性变,病症
6577,多发性结肠息肉,病症
6578,孕9周,病症
6579,右侧肾盂输尿管扩张积水,病症
6580,垂体生长激素瘤复发,病症
6581,慢性肾功能不全（CKD 3期）,病症
6582,右颈动脉内膜增厚,病症
6583,急性肾盂肾炎,病症
6584,两肺气肿,病症
6585,左侧上颌窦粘膜下囊肿,病症
6586,垂体泌乳素瘤,病症
6587,右股骨头置换术后,病症
6588,慢性肾脏病3a期,病症
6589,颈椎退变伴C2-4椎间盘突出,病症
6590,双膝关节半月板损伤,病症
6591,左下肺陈旧性病变,病症
6592,ANCA相关血管炎,病症
6593,2型糖尿病周围神经病变,病症
6594,腰骶部筋膜炎,病症
6595,心脏瓣膜病,病症
6596,右上肺局限性肺气肿,病症
6597,高血压病（2级极高危）,病症
6598,双侧髋关节少量积液,病症
6599,双眼白内障，左眼白内障术后,病症
6600,上呼吸道感染,病症
6601,左侧颈动脉粥样硬化,病症
6602,慢性乙型病毒性肝炎,病症
6603,双侧筛窦轻度炎症,病症
6604,脑供血不足,病症
6605,外阴白斑,病症
6606,不完全性肠梗阻,病症
6607,过敏性哮喘,病症
6608,胃息肉钳除术后,病症
6609,房性早搏成对出现,病症
6610,阑尾炎切除术后,病症
6611,TIPS术后,病症
6612,结节性甲状腺肿伴甲亢,病症
6613,右眼晶状体置换术后,病症
6614,上颌窦及筛窦炎,病症
6615,高血压病 1级（极高危）,病症
6616,肠息肉钳除术后,病症
6617,非酒精性脂肪型肝炎,病症
6618,双侧上颌窦及筛窦炎,病症
6619,胆囊炎伴胆囊内结石,病症
6620,右肺及左肺尖斑片影,病症
6621,频发房性早搏,病症
6622,慢性萎缩性胃炎伴肠上皮化生及急性活动,病症
6623,外阴湿疹,病症
6624,L2椎体血管瘤,病症
6625,多发性骨髓瘤化疗后,病症
6626,T波低平,病症
6627,骨质增生,病症
6628,右侧视网膜中央静脉阻塞,病症
6629,前列腺增生伴钙化,病症
6630,龟头炎,病症
6631,糖尿病足病,病症
6632,左环、小指近节指骨骨折术后,病症
6633,双肺结节,病症
6634,L4/5椎间盘突出伴椎管狭窄,病症
6635,双侧肾脏囊肿,病症
6636,高血压病3级 （极高危）,病症
6637,膀胱过度活动症,病症
6638,心肌缺血,病症
6639,左侧卵巢囊肿,病症
6640,肾性贫血,病症
6641,双耳轻中度感音神经性听力下降,病症
6642,糖尿病颅神经病变,病症
6643,三叉神经痛,病症
6644,两肺多发磨玻璃结节,病症
6645,更年期综合征,病症
6646,原发性甲状腺功能减退症（桥本甲状腺炎可能）,病症
6647,荨麻疹,病症
6648,双侧膝关节退行性骨关节病,病症
6649,甲状腺功能减退（桥本氏甲状腺炎）,病症
6650,窦性心动过速,病症
6651,脑梗塞（急性期）,病症
6652,疝修补术后,病症
6653,早期肝硬化,病症
6654,颈椎椎管狭窄,病症
6655,两肺慢性支气管炎,病症
6656,乙状结肠管状腺瘤伴低密度上皮内瘤变术后,病症
6657,食管粘膜下隆起,病症
6658,胆囊内胆汁淤积,病症
6659,结节性动脉脉炎,病症
6660,食管溃疡,病症
6661,右肺奇叶,病症
6662,陈旧性下壁心梗,病症
6663,肺部陈旧性病灶,病症
6664,轻度慢性萎缩性胃炎伴肠上皮化生（急性活动期）,病症
6665,高血压3极（极高危）,病症
6666,左下肺钙化灶可能,病症
6667,右侧上颌窦粘膜下囊肿,病症
6668,右肺上叶小钙化灶,病症
6669,黄韧带肥厚,病症
6670,左肱骨骨折,病症
6671,胰头囊性占位,病症
6672,两肺小结节,病症
6673,反流性食管炎,病症
6674,慢性非萎缩性胃炎伴急性活动,病症
6675,右侧椎动脉狭窄闭塞,病症
6676,不完全性右束支传导阻滞,病症
6677,高血压病3级 极高危组,病症
6678,直肠息肉夹除后,病症
6679,右侧肾上腺肿瘤（嗜铬细胞瘤）,病症
6680,左股骨颈骨折内固定术后,病症
6681,右肺中叶及左肺下叶结节,病症
6682,结肠多发毛细血管扩张伴出血,病症
6683,甲状腺功能亢进症（Graves病）,病症
6684,左膝前交叉韧带损伤,病症
6685,颈椎退变伴椎管狭窄,病症
6686,心房扑动（R-R长间歇）,病症
6687,肾上腺结合部结节样增粗,病症
6688,右眼失明,病症
6689,右侧肾上腺内侧支低密度结节,病症
6690,骶管囊肿,病症
6691,L4及以上椎体轻度向前滑脱（Ⅰ°）,病症
6692,骨折内固定术后,病症
6693,右侧腕管综合征,病症
6694,右白内障,病症
6695,左眼视力减退,病症
6696,左肾积水,病症
6697,胃轻瘫,病症
6698,纵隔占位,病症
6699,轻度慢性萎缩性胃炎,病症
6700,左侧腮腺囊肿,病症
6701,左肺多发小结节,病症
6702,高位截瘫,病症
6703,肝内外胆管扩张,病症
6704,卵巢囊肿术后,病症
6705,腔隙性脑梗死急性期,病症
6706,乙肝后肝硬化失代偿期,病症
6707,右侧大脑前动脉A1段闭塞,病症
6708,冠状动脉粥样硬化性心脏病 不稳定型心绞痛,病症
6709,右肾动脉狭窄,病症
6710,隐匿性肾炎,病症
6711,腰椎退变（L4/5.L5/S1）椎间盘突出症,病症
6712,慢性胃炎,病症
6713,6-7椎间盘突出,病症
6714,呼吸睡眠暂停综合征,病症
6715,右上肢良性骨髓瘤术后,病症
6716,骨髓增生减低,病症
6717,右外展神经麻痹,病症
6718,慢性萎缩性胃炎伴肠上皮化生,病症
6719,胆囊颈部结石,病症
6720,Ⅰ°房室传导阻滞,病症
6721,右侧甲状腺内结节,病症
6722,右上肺陈旧性病变,病症
6723,糖尿病性视网膜病变（3期）,病症
6724,慢性肾功能不全（CKDI期）,病症
6725,两侧精囊炎,病症
6726,右耳后囊腺瘤术后,病症
6727,右上肺上叶条索影,病症
6728,左锁骨上窝后软组织结节,病症
6729,胆囊胆固醇结晶,病症
6730,高血压2级 极高危,病症
6731,糖尿病性大血管病变,病症
6732,胸椎侧弯,病症
6733,前列腺囊肿,病症
6734,左侧大脑中动脉M1段管腔中-重度狭窄,病症
6735,右上肺结节,病症
6736,左肺钙化灶,病症
6737,继发性甲状旁腺功能减退症,病症
6738,下鼻甲肥厚,病症
6739,2型糖尿病。,病症
6740,糖尿病高渗状态,病症
6741,糖尿病,病症
6742,甲状腺高功能腺瘤,病症
6743,肝硬化伴食管胃底静脉曲张,病症
6744,结肠憩室,病症
6745,左下肢动脉重建术后,病症
6746,浅表性胃炎,病症
6747,垂体部分空泡蝶鞍,病症
6748,管状腺瘤,病症
6749,乏脂性湿疹,病症
6750,左侧乳腺瘤样增生,病症
6751,左下肢动脉支架植入术后,病症
6752,短阵室速,病症
6753,双侧筛窦及上颌窦轻度炎症,病症
6754,左侧输尿管结石术后,病症
6755,左侧肺炎,病症
6756,糖尿病足,病症
6757,肾动脉支架植入术后,病症
6758,右下肢静脉曲张,病症
6759,慢性浅表性胃炎伴糜烂,病症
6760,混合性高脂血症,病症
6761,低钙血症,病症
6762,双侧乳腺增生（部分瘤样增生）,病症
6763,双侧髋关节骨性关节炎,病症
6764,肝功能不全,病症
6765,两下肺间质性改变,病症
6766,胸腰椎退变,病症
6767,脑胶质瘤术后,病症
6768,右耳胆脂瘤摘除术后,病症
6769,右侧肾上腺结节,病症
6770,胃转流+胆囊切除术后,病症
6771,抑郁伴焦虑,病症
6772,高血压病 2级 （极高危）,病症
6773,右肺下叶小结节,病症
6774,腹腔积液,病症
6775,心因性精神分裂症,病症
6776,高血压病3级（高危）,病症
6777,两下肺局限性肺气肿,病症
6778,慢性乙型肝炎病毒携带,病症
6779,皮肤软组织感染,病症
6780,椎间盘突出（L5/S1）,病症
6781,左肾盂切开取石术后,病症
6782,骨量较少,病症
6783,腰椎间盘突出症伴椎间盘变性,病症
6784,骶管小囊肿,病症
6785,胃溃疡,病症
6786,升主动脉瘤,病症
6787,泌尿系感染,病症
6788,腹股沟斜疝,病症
6789,胆囊结石取出术后,病症
6790,冠心病可能,病症
6791,高脂血症,病症
6792,股动脉粥样硬化症,病症
6793,右上肺斑片影,病症
6794,慢性胃炎（HP感染）,病症
6795,高血压病（2级 极高危组）,病症
6796,胃溃疡（A1期）,病症
6797,混合型颈椎病,病症
6798,腰椎管狭窄症,病症
6799,双耳听力下降（神经性）,病症
6800,植物神经功能紊乱,病症
6801,左侧肾上腺外侧支结节,病症
6802,腕管综合症,病症
6803,左侧上颌窦内软组织影伴骨质破坏,病症
6804,左下肢血管成形术后,病症
6805,气管淀粉样变,病症
6806,右肾囊肿,病症
6807,慢性房颤,病症
6808,前列腺内结石,病症
6809,双膝骨关节炎,病症
6810,右肾结石碎石术后,病症
6811,牙周感染,病症
6812,胸椎压缩性骨折,病症
6813,冠心病冠脉支架术后,病症
6814,腱鞘炎,病症
6815,结肠管状腺瘤,病症
6816,色素性紫癜性皮病,病症
6817,胃多发溃疡,病症
6818,双侧肾脏积水,病症
6819,息肉摘除术后,病症
6820,慢性萎缩性胃炎急性活动,病症
6821,左膝人工关节置换术后,病症
6822,右侧蝶窦炎症,病症
6823,胆囊炎,病症
6824,背部脂肪瘤术后,病症
6825,双侧输卵管结扎术后,病症
6826,肝硬化 门静脉高压 脾功能亢进,病症
6827,左侧肾上腺区占位（髓脂瘤可能）,病症
6828,乙状结肠癌根治术后,病症
6829,胃贲门囊肿,病症
6830,胰体切缘胰高血糖素瘤复发,病症
6831,右肺中叶局限性肺气肿,病症
6832,萎缩性胃炎伴肠上皮化生,病症
6833,妊娠合并肝损害,病症
6834,两肺下叶胸膜下少量模糊渗出,病症
6835,颈动脉、下肢动脉粥样硬化,病症
6836,结肠息肉钳除术后,病症
6837,右侧侧脑室轻度扩张,病症
6838,窦性心动过缓伴不齐,病症
6839,冠状动脉造影术后,病症
6840,胸骨陈旧性骨折,病症
6841,左肺支气管扩张伴感染,病症
6842,脑梗死（恢复期）,病症
6843,两上肺肺气肿,病症
6844,骨性关节炎,病症
6845,左甲状腺结节,病症
6846,胃转流术后,病症
6847,右侧颈动脉粥样硬化,病症
6848,膝关节积液,病症
6849,甲状旁腺囊性占位（左下）,病症
6850,甲状腺囊性结节,病症
